,customer_id,Customer_Full_Name,country,rating,Genre,rental_rate,rental_duration,inventory_id,film_id,staff_id,Employee_full_Name,Actor_Full_Name,movie_title,rental_id,rental_date,return_date,store_id,payment_id,payment_amount,Revenue,Sales_Rating
341,342,HAROLD MARTINO,Brazil,R,Foreign,4.99,7,4398,961,2,Jon Stephens,MENA TEMPLE,WASH HEAVENLY,2190,2005-06-18 01:29:51.000,2005-06-26 04:31:51.000,2,9238,5.99,34.93,Above Average
342,343,DOUGLAS GRAF,Mexico,G,Family,0.99,3,373,82,2,Jon Stephens,CATE MCQUEEN,BLOOD ARGONAUTS,102,2005-05-25 17:22:10.000,2005-05-31 19:47:10.000,2,9270,3.99,2.9699999999999998,below average
343,344,HENRY BILLINGSLEY,Tonga,R,Sports,2.99,4,887,197,2,Jon Stephens,TIM HACKMAN,CRUSADE HONEY,157,2005-05-26 01:25:21.000,2005-05-26 21:17:21.000,2,9295,2.99,11.96,below average
344,345,CARL ARTIS,Paraguay,PG,Sci-Fi,0.99,3,1717,374,1,Mike Hillyer,JOHNNY CAGE,GRAFFITI LOVE,206,2005-05-26 08:01:54.000,2005-05-27 06:26:54.000,1,9313,0.99,2.9699999999999998,below average
345,346,ARTHUR SIMPKINS,Russian Federation,PG,Documentary,4.99,6,3552,776,1,Mike Hillyer,FAY KILMER,SECRET GROUNDHOG,65,2005-05-25 09:32:03.000,2005-05-29 14:21:03.000,1,9336,4.99,29.94,Above Average
346,347,RYAN SALISBURY,Latvia,G,Drama,4.99,5,273,61,2,Jon Stephens,CAMERON ZELLWEGER,BEAUTY GREASE,1711,2005-06-16 14:11:52.000,2005-06-25 08:49:52.000,2,9368,8.99,24.950000000000003,Above Average
347,348,ROGER QUINTANILLA,Taiwan,NC-17,Animation,0.99,6,3888,849,2,Jon Stephens,CHRISTOPHER BERRY,STORM HAPPINESS,153,2005-05-26 00:47:47.000,2005-05-27 21:28:47.000,2,9398,0.99,5.9399999999999995,below average
348,349,JOE GILLILAND,Philippines,PG-13,New,4.99,4,1464,320,1,Mike Hillyer,GOLDIE BRODY,FLAMINGOS CONNECTICUT,890,2005-05-30 07:43:04.000,2005-06-01 11:26:04.000,1,9434,4.99,19.96,Above Average
349,350,JUAN FRALEY,Russian Federation,PG-13,Music,4.99,7,3273,721,1,Mike Hillyer,JENNIFER DAVIS,REDS POCUS,24,2005-05-25 02:53:02.000,2005-05-27 01:15:02.000,1,9463,4.99,34.93,Above Average
350,351,JACK FOUST,Russian Federation,NC-17,Action,0.99,6,3259,717,1,Mike Hillyer,FRED COSTNER,REAR TRADING,1137,2005-05-31 19:20:14.000,2005-06-07 16:10:14.000,1,9486,1.99,5.9399999999999995,below average
351,352,ALBERT CROUSE,Cameroon,PG,Travel,2.99,7,2936,645,1,Mike Hillyer,FRANCES DAY-LEWIS,OTHERS SOUP,784,2005-05-29 14:44:22.000,2005-06-01 17:28:22.000,1,9510,2.99,20.93,Above Average
352,353,JONATHAN SCARBOROUGH,Mexico,PG,Animation,2.99,5,3154,693,2,Jon Stephens,WARREN NOLTE,POTTER CONNECTICUT,1103,2005-05-31 14:24:18.000,2005-06-09 10:27:18.000,2,9533,6.99,14.950000000000001,below average
353,354,JUSTIN NGO,Brazil,PG,Documentary,0.99,3,655,142,1,Mike Hillyer,KIRSTEN PALTROW,CHICKEN HELLFIGHTERS,140,2005-05-25 23:34:22.000,2005-05-27 01:10:22.000,1,9551,0.99,2.9699999999999998,below average
354,355,TERRY GRISSOM,Japan,R,Foreign,0.99,4,2085,452,1,Mike Hillyer,KENNETH PALTROW,ILLUSION AMELIE,1110,2005-05-31 15:22:51.000,2005-06-07 14:32:51.000,1,9587,3.99,3.96,below average
355,356,GERALD FULTZ,India,PG,Action,2.99,4,3988,869,2,Jon Stephens,JOHNNY CAGE,SUSPECTS QUILLS,1088,2005-05-31 11:35:13.000,2005-06-06 16:01:13.000,2,9607,4.99,11.96,below average
356,357,KEITH RICO,Slovakia,R,Drama,2.99,7,1689,368,1,Mike Hillyer,SISSY SOBIESKI,GONE TROUBLE,144,2005-05-25 23:49:56.000,2005-06-01 21:41:56.000,1,9637,2.99,20.93,Above Average
357,358,SAMUEL MARLOW,India,NC-17,Sports,4.99,7,1258,279,2,Jon Stephens,DAN TORN,ELIZABETH SHANE,858,2005-05-30 02:10:32.000,2005-06-01 04:42:32.000,2,9663,4.99,34.93,Above Average
358,359,WILLIE MARKHAM,Argentina,G,New,4.99,5,350,77,1,Mike Hillyer,SANDRA PECK,BIRDS PERDITION,284,2005-05-26 19:21:44.000,2005-06-04 14:18:44.000,1,9684,8.99,24.950000000000003,Above Average
359,360,RALPH MADRIGAL,Puerto Rico,G,Foreign,0.99,6,58,11,1,Mike Hillyer,JOHNNY CAGE,ALAMO VIDEOTAPE,633,2005-05-28 17:37:59.000,2005-06-03 22:49:59.000,1,9709,0.99,5.9399999999999995,below average
360,361,LAWRENCE LAWTON,Cameroon,PG,Horror,0.99,3,1247,275,1,Mike Hillyer,CUBA OLIVIER,EGYPT TENENBAUMS,368,2005-05-27 07:42:29.000,2005-06-04 11:20:29.000,1,9743,5.99,2.9699999999999998,below average
361,362,NICHOLAS BARFIELD,Brazil,PG-13,Games,4.99,7,949,211,2,Jon Stephens,FRANCES DAY-LEWIS,DARLING BREAKING,1035,2005-05-31 05:01:09.000,2005-06-02 03:59:09.000,2,9774,4.99,34.93,Above Average
362,363,ROY WHITING,Kenya,NC-17,Music,0.99,4,2951,647,1,Mike Hillyer,DAN STREEP,OUTFIELD MASSACRE,733,2005-05-29 07:35:21.000,2005-06-05 09:14:21.000,1,9806,3.99,3.96,below average
363,364,BENJAMIN VARNEY,Mexico,PG-13,Comedy,2.99,4,2314,502,1,Mike Hillyer,CUBA OLIVIER,KNOCK WARLOCK,462,2005-05-27 20:10:36.000,2005-06-03 21:12:36.000,1,9835,5.99,11.96,below average
364,365,BRUCE SCHWARZ,Japan,R,Horror,4.99,6,37,8,2,Jon Stephens,FAY KILMER,AIRPORT POLLOCK,120,2005-05-25 19:37:47.000,2005-06-01 23:29:47.000,2,9858,5.99,29.94,Above Average
365,366,BRANDON HUEY,Turkey,NC-17,Travel,4.99,6,1404,307,2,Jon Stephens,MENA TEMPLE,FELLOWSHIP AUTUMN,911,2005-05-30 10:50:22.000,2005-06-07 12:26:22.000,2,9881,6.99,29.94,Above Average
366,367,ADAM GOOCH,India,PG,Foreign,0.99,4,1314,290,1,Mike Hillyer,GOLDIE BRODY,EVERYONE CRAFT,939,2005-05-30 14:49:34.000,2005-06-01 19:00:34.000,1,9918,0.99,3.96,below average
367,368,HARRY ARCE,Iran,NC-17,Foreign,2.99,6,79,16,1,Mike Hillyer,KARL BERRY,ALLEY EVOLUTION,64,2005-05-25 09:21:29.000,2005-06-03 11:31:29.000,1,9940,5.99,17.94,Above Average
368,369,FRED WHEAT,Mexico,NC-17,Drama,4.99,6,4482,979,1,Mike Hillyer,RALPH CRUZ,WITCHES PANIC,31,2005-05-25 04:05:17.000,2005-05-30 07:15:17.000,1,9975,4.99,29.94,Above Average
369,370,WAYNE TRUONG,India,R,Games,4.99,6,2572,563,2,Jon Stephens,SPENCER DEPP,MASSACRE USUAL,1190,2005-06-15 01:05:32.000,2005-06-23 02:34:32.000,2,10000,6.99,29.94,Above Average
370,371,BILLY POULIN,Philippines,PG-13,Animation,0.99,3,4371,953,1,Mike Hillyer,WOODY HOFFMAN,WAIT CIDER,26,2005-05-25 03:36:50.000,2005-05-31 00:34:50.000,1,10019,3.99,2.9699999999999998,below average
371,372,STEVE MACKENZIE,Indonesia,R,Foreign,2.99,6,4142,900,1,Mike Hillyer,GRACE MOSTEL,TOWN ARK,617,2005-05-28 15:49:14.000,2005-05-31 14:29:14.000,1,10054,2.99,17.94,Above Average
372,373,LOUIS LEONE,Philippines,R,Games,4.99,6,2570,563,2,Jon Stephens,SPENCER DEPP,MASSACRE USUAL,257,2005-05-26 15:27:05.000,2005-05-29 16:25:05.000,2,10088,4.99,29.94,Above Average
373,374,JEREMY HURTADO,Brazil,PG,Comedy,0.99,6,2397,524,1,Mike Hillyer,UMA WOOD,LION UNCUT,521,2005-05-28 03:32:22.000,2005-05-28 22:37:22.000,1,10123,0.99,5.9399999999999995,below average
374,375,AARON SELBY,"Congo, The Democratic Republic of the",NC-17,Music,4.99,5,1097,244,2,Jon Stephens,AUDREY OLIVIER,DORADO NOTTING,307,2005-05-26 21:48:13.000,2005-06-04 22:24:13.000,2,10151,8.99,24.950000000000003,Above Average
375,376,RANDY GAITHER,Russian Federation,R,Classics,0.99,6,1951,425,1,Mike Hillyer,GOLDIE BRODY,HOLY TADPOLE,554,2005-05-28 08:23:16.000,2005-05-31 03:29:16.000,1,10175,0.99,5.9399999999999995,below average
376,377,HOWARD FORTNER,Iran,G,New,2.99,3,125,25,2,Jon Stephens,PENELOPE GUINESS,ANGELS LIFE,2556,2005-06-19 03:07:32.000,2005-06-23 23:09:32.000,2,10203,3.99,8.97,below average
377,378,EUGENE CULPEPPER,China,R,Animation,0.99,7,1625,355,1,Mike Hillyer,JENNIFER DAVIS,GHOSTBUSTERS ELF,347,2005-05-27 04:40:33.000,2005-05-28 09:56:33.000,1,10229,0.99,6.93,below average
378,379,CARLOS COUGHLIN,India,R,Comedy,4.99,5,729,159,2,Jon Stephens,KIRSTEN PALTROW,CLOSER BANG,209,2005-05-26 08:14:01.000,2005-05-27 09:00:01.000,2,10248,4.99,24.950000000000003,Above Average
379,380,RUSSELL BRINSON,Poland,G,Drama,2.99,6,4387,958,1,Mike Hillyer,NICK WAHLBERG,WARDROBE PHANTOM,847,2005-05-30 01:18:15.000,2005-06-06 20:20:15.000,1,10271,3.99,17.94,Above Average
380,381,BOBBY BOUDREAU,Anguilla,PG,Games,0.99,3,1758,382,2,Jon Stephens,CAMERON ZELLWEGER,GRIT CLOCKWORK,169,2005-05-26 03:09:30.000,2005-05-27 01:37:30.000,2,10307,0.99,2.9699999999999998,below average
381,382,VICTOR BARKLEY,United States,PG,Sports,2.99,5,2868,628,2,Jon Stephens,MICHELLE MCCONAUGHEY,NORTHWEST POLISH,356,2005-05-27 06:32:30.000,2005-05-30 06:24:30.000,2,10342,2.99,14.950000000000001,below average
382,383,MARTIN BALES,Angola,G,Children,0.99,3,4008,873,2,Jon Stephens,JOE SWANK,SWEETHEARTS SUSPECTS,63,2005-05-25 09:19:16.000,2005-05-27 04:24:16.000,2,10366,0.99,2.9699999999999998,below average
383,384,ERNEST STEPP,China,PG-13,Children,2.99,7,3343,735,2,Jon Stephens,MILLA PECK,ROBBERS JOON,103,2005-05-25 17:30:42.000,2005-06-03 22:36:42.000,2,10393,4.99,20.93,Above Average
384,385,PHILLIP HOLM,Japan,PG-13,Foreign,2.99,7,3629,792,1,Mike Hillyer,FRANCES DAY-LEWIS,SHREK LICENSE,917,2005-05-30 11:27:06.000,2005-06-02 08:31:06.000,1,10418,2.99,20.93,Above Average
385,386,TODD TAN,Ukraine,NC-17,Children,4.99,4,2679,588,1,Mike Hillyer,UMA WOOD,MODEL FISH,583,2005-05-28 11:48:55.000,2005-06-04 07:09:55.000,1,10444,7.99,19.96,Above Average
386,387,JESSE SCHILLING,"Congo, The Democratic Republic of the",PG-13,Foreign,0.99,4,2921,641,2,Jon Stephens,MEG HAWKE,ORANGE GRAPES,302,2005-05-26 21:13:46.000,2005-06-03 15:49:46.000,2,10473,4.99,3.96,below average
387,388,CRAIG MORRELL,Philippines,NC-17,Family,4.99,5,146,31,2,Jon Stephens,NICK WAHLBERG,APACHE DIVINE,21,2005-05-25 01:59:46.000,2005-05-26 01:01:46.000,2,10499,4.99,24.950000000000003,Above Average
388,389,ALAN KAHN,China,PG-13,Sports,4.99,5,3395,745,1,Mike Hillyer,CUBA OLIVIER,ROSES TREASURE,998,2005-05-31 00:16:57.000,2005-06-01 22:41:57.000,1,10529,4.99,24.950000000000003,Above Average
389,390,SHAWN HEATON,Thailand,NC-17,Music,4.99,5,1835,398,1,Mike Hillyer,JENNIFER DAVIS,HANOVER GALAXY,254,2005-05-26 14:43:48.000,2005-05-31 09:19:48.000,1,10555,4.99,24.950000000000003,Above Average
390,391,CLARENCE GAMEZ,Japan,NC-17,Sci-Fi,0.99,3,517,114,2,Jon Stephens,JUDE CRUISE,CAMELOT VACATION,73,2005-05-25 11:00:07.000,2005-06-01 13:56:07.000,2,10588,4.99,2.9699999999999998,below average
391,392,SEAN DOUGLASS,Ethiopia,NC-17,Family,2.99,4,2421,528,2,Jon Stephens,UMA WOOD,LOLITA WORLD,1530,2005-06-16 00:38:07.000,2005-06-24 02:45:07.000,2,10618,6.99,11.96,below average
392,393,PHILIP CAUSEY,Russian Federation,PG-13,Sports,4.99,4,4136,898,1,Mike Hillyer,PENELOPE MONROE,TOURIST PELICAN,599,2005-05-28 14:05:57.000,2005-06-01 16:41:57.000,1,10641,4.99,19.96,Above Average
393,394,CHRIS BROTHERS,Spain,R,Action,2.99,4,1505,329,1,Mike Hillyer,ED CHASE,FORREST SONS,213,2005-05-26 08:44:08.000,2005-05-31 12:33:08.000,1,10672,3.99,11.96,below average
394,395,JOHNNY TURPIN,Sudan,PG,Music,0.99,6,62,12,1,Mike Hillyer,VAL BOLGER,ALASKA PHANTOM,1270,2005-06-15 07:30:22.000,2005-06-18 11:31:22.000,1,10694,0.99,5.9399999999999995,below average
395,396,EARL SHANKS,Japan,PG,Documentary,4.99,6,3548,776,2,Jon Stephens,FAY KILMER,SECRET GROUNDHOG,641,2005-05-28 18:45:47.000,2005-06-04 15:24:47.000,2,10713,5.99,29.94,Above Average
396,397,JIMMY SCHRADER,Russian Federation,PG-13,New,0.99,6,709,155,2,Jon Stephens,KARL BERRY,CLEOPATRA DEVIL,1002,2005-05-31 00:47:56.000,2005-06-06 19:51:56.000,2,10740,0.99,5.9399999999999995,below average
397,398,ANTONIO MEEK,Brazil,G,Drama,4.99,5,1822,396,1,Mike Hillyer,MATTHEW JOHANSSON,HANGING DEEP,486,2005-05-27 23:51:12.000,2005-05-28 20:26:12.000,1,10769,4.99,24.950000000000003,Above Average
398,399,DANNY ISOM,Pakistan,G,Drama,4.99,5,1824,396,2,Jon Stephens,MATTHEW JOHANSSON,HANGING DEEP,10,2005-05-25 00:02:21.000,2005-05-31 22:44:21.000,2,10785,5.99,24.950000000000003,Above Average
399,400,BRYAN HARDISON,United States,G,Sci-Fi,0.99,5,178,39,1,Mike Hillyer,ANGELA HUDSON,ARMAGEDDON LOST,95,2005-05-25 16:12:52.000,2005-06-02 18:55:52.000,1,10806,3.99,4.95,below average
400,401,TONY CARRANZA,Japan,NC-17,Classics,4.99,5,865,190,2,Jon Stephens,CHRISTOPHER BERRY,CREEPERS KANE,167,2005-05-26 02:50:31.000,2005-05-27 03:07:31.000,2,10834,4.99,24.950000000000003,Above Average
401,402,LUIS YANEZ,France,R,Classics,0.99,5,1642,358,2,Jon Stephens,WOODY HOFFMAN,GILMORE BOILED,801,2005-05-29 17:35:50.000,2005-06-04 17:05:50.000,2,10856,1.99,4.95,below average
402,403,MIKE WAY,India,R,Sci-Fi,2.99,4,1457,319,1,Mike Hillyer,PARKER GOLDBERG,FISH OPUS,442,2005-05-27 18:12:13.000,2005-05-30 12:30:13.000,1,10876,2.99,11.96,below average
403,404,STANLEY SCROGGINS,Japan,PG,Music,2.99,3,4524,987,2,Jon Stephens,GENE WILLIS,WORDS HUNTER,1081,2005-05-31 10:56:32.000,2005-06-06 11:31:32.000,2,10911,5.99,8.97,below average
404,405,LEONARD SCHOFIELD,Argentina,R,Sci-Fi,2.99,6,1053,234,1,Mike Hillyer,ANGELINA ASTAIRE,DISTURBING SCARFACE,121,2005-05-25 19:41:29.000,2005-05-29 21:31:29.000,1,10941,2.99,17.94,Above Average
405,406,NATHAN RUNYON,"Virgin Islands, U.S.",PG,Comedy,0.99,4,2527,555,1,Mike Hillyer,NICK WAHLBERG,MALLRATS UNITED,855,2005-05-30 02:00:28.000,2005-06-03 20:16:28.000,1,10973,0.99,3.96,below average
406,407,DALE RATCLIFF,South Africa,R,Documentary,2.99,4,2482,544,1,Mike Hillyer,RIP CRAWFORD,MADISON TRAP,619,2005-05-28 15:52:26.000,2005-06-06 17:55:26.000,1,11005,7.99,11.96,below average
407,408,MANUEL MURRELL,Sri Lanka,G,Children,2.99,7,1711,373,2,Jon Stephens,EWAN GOODING,GRADUATE LORD,3,2005-05-24 23:03:39.000,2005-06-01 22:12:39.000,2,11032,3.99,20.93,Above Average
408,409,RODNEY MOELLER,Nigeria,R,Documentary,2.99,3,593,129,1,Mike Hillyer,PENELOPE PINKETT,CAUSE DATE,310,2005-05-26 22:41:07.000,2005-06-02 04:09:07.000,1,11062,6.99,8.97,below average
409,410,CURTIS IRBY,Canada,PG,Travel,2.99,7,2937,645,1,Mike Hillyer,FRANCES DAY-LEWIS,OTHERS SOUP,1514,2005-06-15 22:57:34.000,2005-06-19 20:27:34.000,1,11085,2.99,20.93,Above Average
410,411,NORMAN CURRIER,Indonesia,PG,Sports,4.99,5,2441,532,2,Jon Stephens,MATTHEW JOHANSSON,LOSER HUSTLER,686,2005-05-29 00:27:10.000,2005-05-30 02:29:10.000,2,11123,4.99,24.950000000000003,Above Average
411,412,ALLEN BUTTERFIELD,India,PG-13,Classics,0.99,6,4365,951,2,Jon Stephens,CARMEN HUNT,VOYAGE LEGALLY,191,2005-05-26 06:14:06.000,2005-05-28 05:33:06.000,2,11149,0.99,5.9399999999999995,below average
412,413,MARVIN YEE,India,PG-13,Action,4.99,3,2638,579,1,Mike Hillyer,ANNE CRONYN,MINDS TRUMAN,40,2005-05-25 05:09:04.000,2005-05-27 23:12:04.000,1,11170,4.99,14.97,below average
413,414,VINCENT RALSTON,Mexico,PG,Travel,4.99,7,470,103,1,Mike Hillyer,RIP CRAWFORD,BUCKET BROTHERHOOD,85,2005-05-25 13:05:34.000,2005-05-29 16:53:34.000,1,11191,4.99,34.93,Above Average
414,415,GLENN PULLEN,Netherlands,R,Games,4.99,4,1012,227,2,Jon Stephens,MICHELLE MCCONAUGHEY,DETAILS PACKER,665,2005-05-28 21:38:39.000,2005-05-29 21:37:39.000,2,11216,4.99,19.96,Above Average
415,416,JEFFERY PINSON,Pakistan,G,Documentary,0.99,3,2969,650,2,Jon Stephens,JOHNNY LOLLOBRIGIDA,PACIFIC AMISTAD,253,2005-05-26 14:43:14.000,2005-05-27 12:21:14.000,2,11239,0.99,2.9699999999999998,below average
416,417,TRAVIS ESTEP,Saudi Arabia,NC-17,Animation,4.99,6,1206,268,1,Mike Hillyer,DAN TORN,EARLY HOME,267,2005-05-26 16:16:21.000,2005-05-30 16:53:21.000,1,11270,4.99,29.94,Above Average
417,418,JEFF EAST,Dominican Republic,PG-13,Documentary,2.99,6,2601,571,1,Mike Hillyer,JOHNNY LOLLOBRIGIDA,METAL ARMAGEDDON,2825,2005-06-19 20:32:19.000,2005-06-22 22:32:19.000,1,11295,2.99,17.94,Above Average
418,419,CHAD CARBONE,India,G,Documentary,2.99,6,261,58,1,Mike Hillyer,WOODY HOFFMAN,BEACH HEARTBREAKERS,62,2005-05-25 09:18:52.000,2005-05-30 10:55:52.000,1,11325,2.99,17.94,Above Average
419,420,JACOB LANCE,United States,PG,Comedy,4.99,6,3722,814,2,Jon Stephens,SCARLETT BENING,SNATCH SLIPPER,744,2005-05-29 09:13:08.000,2005-06-01 07:05:08.000,2,11350,4.99,29.94,Above Average
420,421,LEE HAWKS,India,PG-13,Drama,0.99,6,3621,790,1,Mike Hillyer,WOODY HOFFMAN,SHOOTIST SUPERFLY,507,2005-05-28 02:31:19.000,2005-06-02 05:07:19.000,1,11371,0.99,5.9399999999999995,below average
421,422,MELVIN ELLINGTON,China,R,Sci-Fi,0.99,6,1686,367,1,Mike Hillyer,SANDRA KILMER,GOLDMINE TYCOON,398,2005-05-27 12:44:03.000,2005-06-02 08:19:03.000,1,11398,0.99,5.9399999999999995,below average
422,423,ALFRED CASILLAS,Egypt,PG-13,Drama,0.99,6,3621,790,1,Mike Hillyer,WOODY HOFFMAN,SHOOTIST SUPERFLY,1504,2005-06-15 22:08:06.000,2005-06-24 01:16:06.000,1,11424,3.99,5.9399999999999995,below average
423,424,KYLE SPURLOCK,China,PG,Travel,0.99,5,3983,868,2,Jon Stephens,JOHNNY CAGE,SUPERFLY TRIP,403,2005-05-27 13:28:52.000,2005-05-29 11:47:52.000,2,11450,0.99,4.95,below average
424,425,FRANCIS SIKES,Mexico,R,Sci-Fi,2.99,6,1050,234,2,Jon Stephens,ANGELINA ASTAIRE,DISTURBING SCARFACE,1098,2005-05-31 13:51:48.000,2005-06-09 18:42:48.000,2,11480,5.99,17.94,Above Average
425,426,BRADLEY MOTLEY,India,PG-13,Family,0.99,7,1585,348,2,Jon Stephens,ZERO CAGE,GANDHI KWAI,604,2005-05-28 14:37:07.000,2005-06-03 11:03:07.000,2,11506,0.99,6.93,below average
426,427,JESUS MCCARTNEY,Brazil,G,Children,2.99,3,1388,304,2,Jon Stephens,MICHELLE MCCONAUGHEY,FARGO GANDHI,82,2005-05-25 12:17:46.000,2005-06-01 10:48:46.000,2,11533,6.99,8.97,below average
427,428,HERBERT KRUGER,Russian Federation,PG,Sports,0.99,4,2630,577,2,Jon Stephens,MENA TEMPLE,MILE MULAN,634,2005-05-28 17:40:35.000,2005-06-05 16:18:35.000,2,11557,4.99,3.96,below average
428,429,FREDERICK ISBELL,Japan,G,Comedy,4.99,5,909,202,2,Jon Stephens,JOHNNY LOLLOBRIGIDA,DADDY PITTSBURGH,150,2005-05-26 00:28:39.000,2005-06-01 02:10:39.000,2,11577,5.99,24.950000000000003,Above Average
429,430,RAY HOULE,Russian Federation,PG-13,Music,0.99,3,3744,819,2,Jon Stephens,KENNETH PESCI,SONG HEDWIG,30,2005-05-25 04:01:32.000,2005-05-30 03:12:32.000,2,11598,2.99,2.9699999999999998,below average
430,431,JOEL FRANCISCO,Bolivia,PG,Children,2.99,6,2765,608,2,Jon Stephens,KIRK JOVOVICH,MURDER ANTITRUST,1126,2005-05-31 17:27:45.000,2005-06-04 20:06:45.000,2,11620,2.99,17.94,Above Average
431,432,EDWIN BURK,South Africa,PG,Family,4.99,5,3979,867,2,Jon Stephens,TOM MIRANDA,SUPER WYOMING,326,2005-05-27 01:10:11.000,2005-06-04 20:25:11.000,2,11643,7.99,24.950000000000003,Above Average
432,433,DON BONE,Mozambique,G,Horror,4.99,5,1431,313,2,Jon Stephens,HELEN VOIGHT,FIDELITY DEVIL,146,2005-05-26 00:07:11.000,2005-06-04 00:20:11.000,2,11666,8.99,24.950000000000003,Above Average
433,434,EDDIE TOMLIN,Philippines,PG,Drama,0.99,3,4179,910,2,Jon Stephens,GRACE MOSTEL,TREATMENT JEKYLL,508,2005-05-28 02:40:50.000,2005-06-05 03:05:50.000,2,11691,5.99,2.9699999999999998,below average
434,435,RICKY SHELBY,China,G,Children,2.99,4,1067,238,1,Mike Hillyer,JAMES PITT,DOCTOR GRAIL,757,2005-05-29 10:29:47.000,2005-06-07 15:27:47.000,1,11718,7.99,11.96,below average
435,436,TROY QUIGLEY,Canada,PG-13,Drama,4.99,5,1853,403,1,Mike Hillyer,FAY KILMER,HARRY IDAHO,45,2005-05-25 05:59:39.000,2005-06-02 09:56:39.000,1,11743,7.99,24.950000000000003,Above Average
436,437,RANDALL NEUMANN,Dominican Republic,NC-17,Comedy,2.99,7,1897,413,1,Mike Hillyer,JAYNE NEESON,HEDWIG ALTER,192,2005-05-26 06:20:37.000,2005-06-02 10:57:37.000,1,11773,2.99,20.93,Above Average
437,438,BARRY LOVELACE,Zambia,PG-13,Foreign,4.99,4,4441,971,2,Jon Stephens,ED CHASE,WHALE BIKINI,23,2005-05-25 02:40:21.000,2005-05-29 06:34:21.000,2,11796,4.99,19.96,Above Average
438,439,ALEXANDER FENNELL,Italy,G,Classics,2.99,5,2047,445,1,Mike Hillyer,CUBA OLIVIER,HYDE DOCTOR,126,2005-05-25 21:07:59.000,2005-05-28 18:51:59.000,1,11829,2.99,14.950000000000001,below average
439,440,BERNARD COLBY,India,G,Action,4.99,6,4428,968,2,Jon Stephens,CUBA OLIVIER,WEREWOLF LOLA,957,2005-05-30 17:53:29.000,2005-06-03 15:31:29.000,2,11865,4.99,29.94,Above Average
440,441,MARIO CHEATHAM,Algeria,PG,Family,4.99,3,3249,715,1,Mike Hillyer,RIP CRAWFORD,RANGE MOONWALKER,823,2005-05-29 21:39:37.000,2005-05-30 22:06:37.000,1,11887,4.99,14.97,below average
441,442,LEROY BUSTAMANTE,China,NC-17,Comedy,0.99,5,1786,388,2,Jon Stephens,CARMEN HUNT,GUNFIGHT MOON,466,2005-05-27 20:57:07.000,2005-05-29 15:52:07.000,2,11915,0.99,4.95,below average
442,443,FRANCISCO SKIDMORE,Brazil,NC-17,Family,4.99,5,150,31,2,Jon Stephens,NICK WAHLBERG,APACHE DIVINE,1068,2005-05-31 09:32:15.000,2005-06-01 11:20:15.000,2,11947,4.99,24.950000000000003,Above Average
443,444,MARCUS HIDALGO,Estonia,NC-17,Travel,2.99,3,776,169,1,Mike Hillyer,RUSSELL TEMPLE,COMFORTS RUSH,201,2005-05-26 07:13:45.000,2005-06-04 02:02:45.000,1,11969,8.99,8.97,below average
444,445,MICHEAL FORMAN,Argentina,NC-17,Foreign,2.99,5,72,15,1,Mike Hillyer,BURT DUKAKIS,ALIEN CENTER,481,2005-05-27 22:49:27.000,2005-05-30 17:46:27.000,1,11999,2.99,14.950000000000001,below average
445,446,THEODORE CULP,India,G,Horror,0.99,6,2701,593,2,Jon Stephens,KARL BERRY,MONTEREY LABYRINTH,14,2005-05-25 00:31:15.000,2005-05-26 02:56:15.000,2,12025,0.99,5.9399999999999995,below average
446,447,CLIFFORD BOWENS,Russian Federation,NC-17,Children,2.99,5,2077,450,1,Mike Hillyer,TOM MCKELLEN,IDOLS SNATCHERS,461,2005-05-27 20:08:55.000,2005-06-01 14:32:55.000,1,12056,2.99,14.950000000000001,below average
447,448,MIGUEL BETANCOURT,Germany,PG-13,Games,4.99,7,4376,956,1,Mike Hillyer,BURT DUKAKIS,WANDA CHAMBER,299,2005-05-26 20:55:36.000,2005-05-28 00:25:36.000,1,12085,4.99,34.93,Above Average
448,449,OSCAR AQUINO,Iran,R,Sports,4.99,6,1160,256,2,Jon Stephens,BETTE NICHOLSON,DROP WATERFRONT,263,2005-05-26 15:47:40.000,2005-05-30 10:07:40.000,2,12114,4.99,29.94,Above Average
449,450,JAY ROBB,Indonesia,PG,Family,0.99,5,3704,810,2,Jon Stephens,REESE KILMER,SLUMS DUCK,548,2005-05-28 07:34:56.000,2005-06-05 03:14:56.000,2,12134,3.99,4.95,below average
450,451,JIM REA,Mexico,R,Action,0.99,5,1303,287,2,Jon Stephens,FRED COSTNER,ENTRAPMENT SATISFACTION,77,2005-05-25 11:31:59.000,2005-05-26 16:53:59.000,2,12160,0.99,4.95,below average
451,452,TOM MILNER,United Arab Emirates,R,Games,2.99,5,2058,447,1,Mike Hillyer,MENA TEMPLE,ICE CROSSING,354,2005-05-27 06:12:26.000,2005-06-01 06:48:26.000,1,12193,2.99,14.950000000000001,below average
452,453,CALVIN MARTEL,Venezuela,PG,Games,4.99,6,2695,591,2,Jon Stephens,NICK STALLONE,MONSOON CAUSE,2852,2005-06-19 23:08:50.000,2005-06-26 04:00:50.000,2,12225,5.99,29.94,Above Average
453,454,ALEX GRESHAM,Mexico,R,Horror,4.99,6,3421,749,1,Mike Hillyer,PENELOPE GUINESS,RULES HUMAN,735,2005-05-29 08:08:13.000,2005-06-07 13:35:13.000,1,12248,7.99,29.94,Above Average
